Model,Year,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Years_Relative
7 Series,2024,Silver,Diesel,Automatic,4.4,174900,57314,8650,High,0
3 Series,2023,Silver,Hybrid,Manual,4.6,108773,67705,7009,High,1
M5,2023,Black,Hybrid,Automatic,2.7,31217,32658,7870,High,1
i8,2022,Red,Electric,Manual,4.5,53541,36720,1233,Low,2
M3,2022,Grey,Petrol,Manual,4.2,43031,70528,7859,High,2
X6,2024,Blue,Diesel,Automatic,2.7,81665,73158,9161,High,0
i3,2024,Red,Diesel,Automatic,4.5,99556,94510,482,Low,0
3 Series,2023,Blue,Electric,Automatic,4.8,5359,96189,9931,High,1
M3,2022,Red,Petrol,Manual,3.1,88150,67086,9327,High,2
3 Series,2022,Grey,Hybrid,Automatic,2.1,46973,43422,524,Low,2
7 Series,2022,White,Electric,Manual,2.1,80262,43411,196,Low,2
X3,2022,Grey,Hybrid,Automatic,4.5,170003,36726,8821,High,2
X6,2024,Red,Electric,Manual,1.8,92286,101357,3319,Low,0
M3,2023,Silver,Petrol,Automatic,3.1,197872,80479,415,Low,1
i3,2023,Blue,Electric,Manual,4.0,111618,64841,1037,Low,1
X6,2023,White,Electric,Automatic,2.8,138897,40861,8029,High,1
X6,2022,White,Petrol,Manual,2.6,170757,44595,3959,Low,2
M3,2023,Grey,Petrol,Automatic,3.5,165833,81470,9204,High,1
i3,2023,White,Electric,Automatic,3.8,151819,107148,6699,Low,1
M3,2022,Red,Hybrid,Manual,1.7,70447,50269,7446,High,2
X1,2023,Red,Petrol,Automatic,1.5,7871,83318,5807,Low,1
7 Series,2023,Silver,Hybrid,Automatic,3.9,131767,97346,4973,Low,1
X1,2022,Blue,Diesel,Automatic,3.6,158815,55945,1992,Low,2
i8,2022,Silver,Hybrid,Manual,1.7,157001,48631,2151,Low,2
X6,2024,White,Hybrid,Automatic,4.2,9686,86725,6900,Low,0
M3,2023,Silver,Electric,Automatic,2.4,2569,60554,8327,High,1
X6,2023,Silver,Petrol,Manual,2.0,187536,100080,735,Low,1
5 Series,2024,White,Petrol,Manual,4.6,156932,36468,4542,Low,0
3 Series,2024,Black,Hybrid,Manual,3.0,26955,97483,3385,Low,0
X6,2024,Silver,Petrol,Automatic,1.9,80945,48101,9035,High,0
X1,2024,Black,Hybrid,Manual,4.2,188621,104522,2475,Low,0
M3,2023,Silver,Hybrid,Automatic,4.2,103177,107074,878,Low,1
X5,2023,Red,Hybrid,Automatic,3.7,103714,66628,5032,Low,1
X5,2022,Silver,Diesel,Manual,4.2,21425,111573,8082,High,2
X5,2024,Black,Diesel,Automatic,2.3,46652,94092,3654,Low,0
X1,2022,Red,Hybrid,Manual,3.8,91370,78495,9772,High,2
X6,2023,Grey,Hybrid,Manual,3.5,170956,31816,7775,High,1
M5,2024,White,Electric,Automatic,2.2,117598,48018,570,Low,0
M3,2023,Grey,Diesel,Automatic,1.7,12401,105278,7203,High,1
7 Series,2023,Blue,Electric,Automatic,4.0,153684,58450,8497,High,1
M5,2023,Black,Petrol,Manual,1.7,12338,79245,8892,High,1
M5,2023,Black,Electric,Manual,3.6,188928,79114,6263,Low,1
5 Series,2022,Grey,Hybrid,Automatic,4.8,173914,103505,6673,Low,2
X5,2022,Black,Diesel,Automatic,4.2,184558,83067,7668,High,2
X5,2022,White,Petrol,Automatic,4.0,39084,109881,5549,Low,2
X1,2024,Black,Petrol,Automatic,4.0,154065,97173,5723,Low,0
X1,2022,Silver,Petrol,Manual,2.1,165825,53130,2432,Low,2
5 Series,2022,Blue,Electric,Automatic,3.4,136921,56794,3746,Low,2
i8,2023,Grey,Hybrid,Automatic,4.4,78964,70737,8133,High,1
M5,2022,White,Petrol,Manual,2.5,31658,34228,7092,High,2
X1,2022,Red,Electric,Manual,4.0,29212,94891,552,Low,2
7 Series,2022,Grey,Diesel,Manual,4.5,114021,69897,8768,High,2
X6,2023,Blue,Diesel,Automatic,2.9,132678,72597,7152,High,1
X6,2024,Black,Diesel,Automatic,1.6,73067,74684,1341,Low,0
X1,2024,Silver,Petrol,Manual,3.5,94766,88464,6290,Low,0
i3,2023,Grey,Diesel,Manual,3.8,172310,99707,8996,High,1
X3,2022,Silver,Diesel,Automatic,2.1,2383,77478,7667,High,2
M3,2024,Silver,Hybrid,Manual,2.3,74363,62291,4630,Low,0
3 Series,2024,Silver,Electric,Manual,1.6,7755,116024,1389,Low,0
7 Series,2022,Black,Electric,Manual,3.4,94314,80825,367,Low,2
M3,2024,Grey,Electric,Manual,4.0,12127,116452,2981,Low,0
X1,2024,Red,Petrol,Automatic,2.2,105260,77825,3469,Low,0
X5,2024,White,Hybrid,Manual,3.7,11605,91497,5038,Low,0
X6,2024,Red,Electric,Manual,4.1,166953,82017,1745,Low,0
i8,2024,Grey,Petrol,Automatic,2.3,153589,49528,4473,Low,0
M5,2024,Blue,Hybrid,Manual,2.7,128699,49345,6943,Low,0
X1,2024,Silver,Diesel,Manual,1.9,154449,82025,2759,Low,0
7 Series,2023,White,Diesel,Automatic,2.2,12718,101660,1933,Low,1
X3,2022,Red,Hybrid,Manual,1.8,120596,109327,3817,Low,2
i8,2022,White,Hybrid,Manual,2.1,179406,73987,9069,High,2
M3,2023,Silver,Electric,Manual,2.9,40312,104661,5065,Low,1
X3,2024,White,Diesel,Manual,2.9,193504,81071,1355,Low,0
M5,2023,Blue,Hybrid,Manual,4.0,181777,60669,2613,Low,1
M3,2023,Blue,Electric,Automatic,2.1,140140,83451,711,Low,1
7 Series,2022,Grey,Hybrid,Manual,2.5,166466,56040,9342,High,2
X5,2022,Black,Diesel,Automatic,2.7,97612,101839,4914,Low,2
X5,2024,Silver,Petrol,Manual,4.6,102398,79130,540,Low,0
X5,2022,Red,Electric,Automatic,4.8,19705,111272,7460,High,2
M5,2024,Silver,Hybrid,Manual,3.7,66304,103686,9578,High,0
X3,2022,Grey,Hybrid,Automatic,4.6,49898,103301,7941,High,2
7 Series,2024,White,Electric,Manual,3.6,91944,32595,9480,High,0
i3,2024,White,Petrol,Manual,2.6,9620,90255,3362,Low,0
i3,2024,White,Petrol,Manual,3.1,126713,50297,7845,High,0
X6,2023,Silver,Hybrid,Automatic,4.6,24623,95893,3649,Low,1
5 Series,2022,Grey,Diesel,Manual,2.2,87629,115435,474,Low,2
i8,2024,Grey,Petrol,Automatic,3.8,145289,89796,6562,Low,0
7 Series,2023,Black,Hybrid,Manual,3.2,96507,103240,2925,Low,1
7 Series,2024,White,Diesel,Manual,3.4,30822,55757,5009,Low,0
M5,2022,Blue,Electric,Manual,4.4,90069,119159,4773,Low,2
M5,2023,Blue,Diesel,Automatic,4.7,50705,43117,9672,High,1
X6,2024,Grey,Diesel,Automatic,2.3,129995,107301,6263,Low,0
M3,2023,Red,Electric,Automatic,4.3,177520,116729,1657,Low,1
X1,2024,Black,Electric,Automatic,5.0,18553,58935,1096,Low,0
X3,2022,Black,Hybrid,Manual,2.8,48069,63375,582,Low,2
X1,2023,Red,Diesel,Manual,3.5,185391,115208,7569,High,1
X5,2024,White,Hybrid,Automatic,4.5,125773,54975,4136,Low,0
X3,2023,Red,Diesel,Automatic,3.0,69004,49732,5922,Low,1
i8,2023,Red,Electric,Automatic,4.5,30065,117718,5272,Low,1
X3,2024,Blue,Diesel,Automatic,4.4,14673,97570,3131,Low,0
i3,2024,Blue,Diesel,Manual,3.8,167904,91242,1767,Low,0
5 Series,2024,Blue,Hybrid,Manual,1.9,152473,59427,6296,Low,0
i3,2022,Black,Petrol,Automatic,4.8,153840,118420,4021,Low,2
X5,2022,White,Diesel,Automatic,3.8,43703,118487,7550,High,2
i3,2023,Grey,Electric,Manual,3.4,50409,119285,9684,High,1
M3,2024,Blue,Diesel,Manual,2.4,159455,56099,428,Low,0
X6,2023,Blue,Hybrid,Automatic,2.1,78450,91737,3611,Low,1
X1,2023,Red,Electric,Automatic,2.8,1533,41622,9790,High,1
X5,2023,Blue,Hybrid,Automatic,1.9,101050,32278,621,Low,1
7 Series,2022,Black,Petrol,Automatic,4.5,186042,42300,2808,Low,2
X3,2022,Black,Hybrid,Manual,4.7,36551,113078,7576,High,2
M3,2022,Grey,Hybrid,Automatic,1.6,169150,45911,4258,Low,2
i8,2022,Silver,Diesel,Manual,2.6,48952,116935,7106,High,2
M3,2022,Grey,Diesel,Automatic,4.6,116252,39656,8086,High,2
X3,2022,Blue,Electric,Manual,4.4,16446,85988,5107,Low,2
i8,2022,Black,Petrol,Automatic,4.4,97825,78032,1532,Low,2
i3,2024,Black,Hybrid,Automatic,4.4,140005,88961,3803,Low,0
3 Series,2022,Red,Hybrid,Automatic,4.2,110876,103406,6495,Low,2
X6,2024,White,Diesel,Automatic,2.5,63287,95381,7756,High,0
X5,2024,Red,Diesel,Manual,3.8,156865,77849,1505,Low,0
3 Series,2024,Black,Petrol,Automatic,3.0,162553,86071,9125,High,0
5 Series,2023,Silver,Petrol,Automatic,3.5,75246,119253,6101,Low,1
X1,2024,Red,Petrol,Automatic,3.2,114946,52639,2218,Low,0
3 Series,2023,Black,Petrol,Manual,3.8,163605,82383,602,Low,1
M3,2022,Silver,Diesel,Manual,4.8,107224,54262,7722,High,2
M3,2024,Red,Electric,Automatic,4.1,181707,90784,8731,High,0
3 Series,2022,White,Electric,Automatic,1.5,41969,112848,8268,High,2
M3,2023,Silver,Hybrid,Automatic,2.4,44481,74015,2225,Low,1
X3,2023,White,Electric,Automatic,2.8,170284,54012,9602,High,1
X3,2022,Red,Electric,Manual,4.4,83094,113848,3325,Low,2
X6,2022,Grey,Hybrid,Manual,2.7,166655,77509,4866,Low,2
3 Series,2024,White,Diesel,Automatic,4.7,19033,101289,4444,Low,0
5 Series,2024,White,Diesel,Manual,4.1,193514,55904,7700,High,0
M3,2022,Blue,Petrol,Automatic,3.5,60521,112377,6157,Low,2
X1,2024,Red,Electric,Automatic,4.9,142304,37973,3613,Low,0
X5,2024,Grey,Petrol,Automatic,4.6,56354,48048,2008,Low,0
7 Series,2024,Red,Petrol,Automatic,2.5,55948,107863,605,Low,0
X5,2023,Red,Hybrid,Manual,2.5,63643,88229,2275,Low,1
i3,2023,Grey,Electric,Automatic,1.9,127414,84541,7541,High,1
X5,2023,Silver,Diesel,Automatic,4.6,146983,110517,1690,Low,1
M3,2022,Grey,Petrol,Automatic,2.7,142514,87482,6656,Low,2
X5,2022,Black,Electric,Manual,3.6,168127,62129,5451,Low,2
X5,2024,Silver,Diesel,Manual,3.5,171922,92228,7333,High,0
7 Series,2024,Grey,Electric,Automatic,4.3,166200,55110,5642,Low,0
M5,2024,Grey,Diesel,Manual,2.5,120516,84894,5819,Low,0
3 Series,2023,Grey,Hybrid,Manual,4.2,112622,105155,5788,Low,1
7 Series,2023,White,Diesel,Automatic,3.6,168692,45214,8998,High,1
X3,2022,Red,Hybrid,Manual,3.4,140122,42541,5706,Low,2
X3,2022,Black,Diesel,Automatic,2.4,77056,97021,8094,High,2
3 Series,2024,Grey,Diesel,Automatic,2.4,175536,67008,4596,Low,0
M5,2023,Blue,Hybrid,Manual,3.1,191390,52878,2763,Low,1
X1,2024,Blue,Hybrid,Automatic,1.7,111813,74510,430,Low,0
X3,2024,Black,Petrol,Automatic,2.7,107885,58216,6928,Low,0
X1,2022,Black,Electric,Automatic,3.8,49751,61932,1514,Low,2
M5,2022,Silver,Electric,Automatic,1.9,26917,69247,1262,Low,2
i8,2024,Black,Electric,Manual,3.6,177315,82638,7943,High,0
X3,2023,Silver,Hybrid,Automatic,3.9,191037,88650,565,Low,1
5 Series,2024,Silver,Petrol,Automatic,3.8,63796,51437,2609,Low,0
5 Series,2023,Red,Electric,Manual,2.8,97831,115629,9794,High,1
X5,2024,Red,Diesel,Manual,2.0,123463,61169,8581,High,0
M3,2024,Grey,Diesel,Automatic,4.7,77207,114098,4741,Low,0
i3,2023,Blue,Hybrid,Manual,1.5,68243,66871,7932,High,1
X3,2024,Silver,Diesel,Manual,2.5,75208,119093,6874,Low,0
M3,2024,Blue,Petrol,Automatic,2.7,37863,96459,497,Low,0
5 Series,2023,Red,Petrol,Automatic,3.3,129966,66372,5880,Low,1
X1,2023,White,Petrol,Automatic,3.8,78035,82977,1552,Low,1
M5,2024,Blue,Petrol,Automatic,2.4,183433,64667,3027,Low,0
M3,2023,Black,Diesel,Manual,4.1,89163,63746,792,Low,1
3 Series,2023,Blue,Hybrid,Automatic,3.3,37680,112837,8173,High,1
M5,2023,Red,Hybrid,Manual,2.4,76194,30823,8609,High,1
i3,2024,Black,Hybrid,Manual,2.7,193563,63937,6181,Low,0
i8,2022,Grey,Electric,Automatic,4.3,60506,77398,5721,Low,2
X6,2024,Grey,Petrol,Manual,4.8,91056,106248,7663,High,0
X5,2024,Grey,Petrol,Manual,3.2,183305,102305,9211,High,0
M5,2022,Blue,Petrol,Automatic,4.5,126327,84925,910,Low,2
X6,2023,Red,Electric,Manual,2.9,187554,100553,2852,Low,1
5 Series,2024,Black,Electric,Automatic,1.8,175679,59878,5357,Low,0
M5,2024,Black,Hybrid,Automatic,3.4,2930,116412,6456,Low,0
X3,2024,Red,Diesel,Manual,3.9,34993,68251,3504,Low,0
5 Series,2024,Silver,Diesel,Automatic,3.3,8876,48187,2320,Low,0
3 Series,2022,Black,Hybrid,Automatic,2.2,13088,96887,4807,Low,2
3 Series,2022,Silver,Diesel,Manual,2.9,64844,97548,5358,Low,2
X3,2024,Red,Electric,Manual,2.2,34252,116177,4581,Low,0
i3,2024,White,Diesel,Manual,1.5,107578,74989,4084,Low,0
X6,2024,Grey,Hybrid,Automatic,4.5,183136,102720,2085,Low,0
X1,2022,Blue,Petrol,Automatic,2.2,196500,45384,1855,Low,2
X3,2024,Grey,Diesel,Automatic,4.8,198972,105503,2601,Low,0
X5,2022,Grey,Diesel,Manual,2.4,173424,41698,5301,Low,2
X6,2023,Red,Electric,Automatic,3.9,195517,98109,8699,High,1
i8,2023,White,Hybrid,Manual,4.7,158218,112722,7407,High,1
3 Series,2022,Black,Electric,Manual,4.3,161732,49362,1905,Low,2
7 Series,2023,Blue,Petrol,Manual,3.2,135534,50860,7426,High,1
M3,2023,White,Hybrid,Manual,1.5,118182,114276,8976,High,1
M3,2022,Black,Petrol,Manual,1.6,28363,109941,8950,High,2
7 Series,2023,Silver,Electric,Automatic,4.0,37035,66368,7712,High,1
7 Series,2024,White,Petrol,Manual,3.0,15517,61914,9632,High,0
5 Series,2023,Silver,Diesel,Automatic,2.5,106770,75828,4528,Low,1
M5,2023,Blue,Hybrid,Manual,3.2,20620,114400,4176,Low,1
i8,2022,Blue,Electric,Manual,3.6,188001,56898,9971,High,2
M3,2024,Grey,Petrol,Automatic,2.6,180817,88227,8643,High,0
7 Series,2022,Blue,Diesel,Automatic,3.1,19033,106938,1161,Low,2
X1,2022,Grey,Diesel,Automatic,3.7,70365,77427,5714,Low,2
3 Series,2023,Black,Diesel,Manual,2.0,176316,76252,8189,High,1
i3,2022,Blue,Hybrid,Manual,1.9,175209,43938,9659,High,2
X5,2022,Silver,Hybrid,Automatic,3.6,487,93682,6035,Low,2
3 Series,2023,Silver,Electric,Manual,2.5,138690,118783,1811,Low,1
5 Series,2023,Silver,Hybrid,Manual,3.7,159329,108644,3041,Low,1
X1,2023,Black,Hybrid,Manual,2.4,28687,32830,1260,Low,1
5 Series,2024,White,Hybrid,Manual,4.8,26849,73747,4347,Low,0
X1,2023,White,Petrol,Automatic,4.8,103678,35423,4076,Low,1
5 Series,2024,Red,Electric,Automatic,4.5,50322,55422,1909,Low,0
i8,2023,Red,Diesel,Automatic,2.5,166691,50543,336,Low,1
i8,2024,Red,Electric,Automatic,2.3,52703,57172,8592,High,0
X6,2022,Blue,Petrol,Automatic,3.2,179322,77586,292,Low,2
i3,2022,Black,Hybrid,Automatic,3.4,74763,115257,4135,Low,2
X6,2022,Silver,Diesel,Automatic,4.1,22403,51901,8332,High,2
M3,2023,Black,Diesel,Automatic,4.4,22750,113857,1104,Low,1
X6,2023,White,Hybrid,Manual,3.5,4131,85421,5106,Low,1
M5,2024,Silver,Petrol,Manual,1.9,188066,42706,2808,Low,0
M5,2023,Black,Hybrid,Automatic,1.9,126676,80435,8674,High,1
M3,2023,Blue,Diesel,Manual,4.9,97347,63085,4046,Low,1
X5,2022,Silver,Electric,Manual,3.0,188216,68666,1559,Low,2
X1,2022,Blue,Hybrid,Automatic,2.9,83941,49144,2853,Low,2
5 Series,2024,Blue,Petrol,Manual,4.9,157196,80580,1051,Low,0
5 Series,2022,Red,Electric,Manual,3.9,77289,41013,1895,Low,2
5 Series,2023,Grey,Diesel,Manual,2.5,140607,83591,7504,High,1
X3,2024,Black,Hybrid,Automatic,1.8,94087,118406,238,Low,0
X6,2024,White,Hybrid,Automatic,2.5,101006,112581,2326,Low,0
X6,2024,Grey,Hybrid,Automatic,3.5,64332,89536,9300,High,0
7 Series,2024,Blue,Hybrid,Manual,4.2,113854,105743,5545,Low,0
M3,2022,White,Hybrid,Automatic,4.1,62012,96640,8067,High,2
X5,2024,White,Electric,Automatic,3.5,46001,43450,3765,Low,0
i8,2022,Silver,Diesel,Manual,3.9,58326,39240,5181,Low,2
X5,2024,Black,Electric,Manual,3.4,82611,106586,6816,Low,0
i8,2022,Grey,Petrol,Automatic,1.7,25469,89466,5555,Low,2
3 Series,2024,White,Petrol,Manual,3.0,72556,84915,8392,High,0
5 Series,2024,Silver,Diesel,Automatic,1.7,198813,68139,9983,High,0
X6,2023,Blue,Electric,Automatic,4.3,100741,62964,5826,Low,1
3 Series,2022,Silver,Diesel,Automatic,4.8,84588,88547,5523,Low,2
X1,2023,Blue,Petrol,Automatic,3.1,143879,71821,7097,High,1
M3,2022,Blue,Petrol,Manual,3.5,131692,72644,1207,Low,2
X3,2024,Red,Hybrid,Manual,3.2,85826,84197,1632,Low,0
X5,2024,Grey,Diesel,Automatic,1.7,56174,95216,5540,Low,0
5 Series,2023,Grey,Petrol,Manual,3.9,159757,52918,9527,High,1
5 Series,2024,Silver,Hybrid,Automatic,3.7,115259,102528,2693,Low,0
X6,2024,Blue,Diesel,Automatic,4.9,178636,44305,5325,Low,0
M3,2024,Black,Electric,Manual,4.6,50460,115150,5054,Low,0
7 Series,2024,Blue,Hybrid,Manual,1.6,135066,105650,3545,Low,0
i8,2023,Red,Hybrid,Manual,3.5,35186,100282,264,Low,1
X6,2024,White,Petrol,Manual,2.9,180669,77190,3021,Low,0
i3,2023,Red,Electric,Automatic,3.5,164981,62521,7090,High,1
7 Series,2022,Red,Diesel,Manual,3.2,49256,112056,3984,Low,2
7 Series,2024,Black,Diesel,Manual,2.6,154235,81568,7447,High,0
M5,2023,Blue,Hybrid,Automatic,2.7,141720,77807,9689,High,1
X5,2024,Red,Petrol,Manual,4.8,51017,116752,4492,Low,0
7 Series,2024,Grey,Hybrid,Manual,1.7,183508,97870,7154,High,0
3 Series,2023,Grey,Petrol,Manual,2.2,117147,110083,1136,Low,1
3 Series,2024,Black,Diesel,Manual,3.6,98597,102371,6340,Low,0
7 Series,2024,Silver,Hybrid,Manual,2.6,111275,108555,6151,Low,0
5 Series,2023,Grey,Petrol,Automatic,2.6,151394,77036,5458,Low,1
X3,2024,Black,Diesel,Manual,4.4,165597,67305,3449,Low,0
X3,2022,Black,Hybrid,Manual,4.1,163922,32345,2461,Low,2
3 Series,2024,Red,Hybrid,Automatic,4.2,46980,94964,7268,High,0
X5,2023,Silver,Petrol,Manual,2.1,154994,37556,6581,Low,1
M3,2022,White,Hybrid,Automatic,4.7,115240,72699,6391,Low,2
X3,2024,Blue,Diesel,Manual,4.8,122395,30109,5294,Low,0
X5,2022,Silver,Hybrid,Automatic,4.1,148624,82774,8933,High,2
X5,2023,Black,Hybrid,Manual,1.8,19898,71538,2813,Low,1
5 Series,2022,Red,Diesel,Automatic,2.7,119595,82101,3729,Low,2
M3,2022,Silver,Hybrid,Manual,3.5,171128,94314,7995,High,2
X3,2022,Black,Diesel,Automatic,4.0,7637,106224,2163,Low,2
7 Series,2024,Red,Electric,Automatic,1.5,59901,91396,7151,High,0
X5,2023,Black,Hybrid,Manual,3.2,142865,92920,9909,High,1
X1,2023,Grey,Diesel,Manual,3.3,176061,102574,4694,Low,1
5 Series,2024,Grey,Hybrid,Automatic,1.7,128652,52055,4679,Low,0
X6,2022,Silver,Electric,Manual,2.0,94483,88320,5688,Low,2
i3,2022,Red,Hybrid,Manual,3.3,197212,72801,4924,Low,2
i3,2024,Black,Hybrid,Automatic,4.2,15037,107290,3689,Low,0
7 Series,2022,Black,Petrol,Manual,2.6,1795,100251,2067,Low,2
X1,2022,Red,Hybrid,Manual,4.6,13762,76013,1367,Low,2
M3,2024,Blue,Electric,Manual,4.3,130352,82181,3348,Low,0
M3,2024,Red,Petrol,Manual,2.3,141046,94499,7584,High,0
M5,2024,Black,Electric,Automatic,2.9,167889,41387,6867,Low,0
M3,2023,Black,Hybrid,Automatic,3.8,105695,103078,7240,High,1
X3,2023,Red,Petrol,Manual,4.9,115576,37160,7587,High,1
X1,2022,Red,Petrol,Automatic,1.9,10435,60105,1137,Low,2
X1,2023,Black,Petrol,Manual,2.0,132464,92779,9764,High,1
3 Series,2022,Red,Petrol,Automatic,4.4,64,107867,3897,Low,2
X5,2023,Grey,Electric,Manual,3.8,32069,43919,8209,High,1
X6,2024,White,Diesel,Manual,4.6,23311,52329,2355,Low,0
i3,2024,Silver,Diesel,Automatic,4.7,196173,63561,258,Low,0
i8,2023,Silver,Diesel,Manual,2.8,188897,60715,7209,High,1
i3,2023,Black,Petrol,Automatic,3.9,73952,86203,6819,Low,1
5 Series,2024,White,Hybrid,Manual,2.5,68105,44895,7144,High,0
5 Series,2024,Black,Petrol,Automatic,3.6,138161,95227,7134,High,0
M5,2022,Silver,Hybrid,Automatic,2.6,137013,91053,4379,Low,2
5 Series,2024,Black,Petrol,Automatic,4.5,183890,70764,4272,Low,0
X6,2023,White,Petrol,Manual,4.1,133144,105835,2247,Low,1
3 Series,2022,White,Electric,Automatic,4.7,151225,33035,2662,Low,2
3 Series,2024,Silver,Hybrid,Manual,1.7,47917,61583,5354,Low,0
X3,2024,Silver,Petrol,Manual,2.6,66099,111166,4040,Low,0
7 Series,2023,Red,Petrol,Automatic,3.1,16568,61702,4416,Low,1
i8,2024,Grey,Hybrid,Manual,4.5,96401,99539,7381,High,0
X6,2023,Blue,Electric,Manual,5.0,87965,35343,2475,Low,1
X3,2022,White,Electric,Automatic,3.0,50958,56169,1034,Low,2
i8,2023,Grey,Diesel,Automatic,3.6,66814,113085,5973,Low,1
7 Series,2024,Blue,Hybrid,Automatic,4.4,106495,86247,9050,High,0
X3,2023,White,Petrol,Manual,2.9,1194,73644,6867,Low,1
3 Series,2024,White,Electric,Automatic,1.7,120224,70497,2518,Low,0
5 Series,2023,Red,Petrol,Automatic,4.6,46135,84706,8170,High,1
M3,2023,Grey,Electric,Manual,2.6,85458,87006,8930,High,1
X6,2023,Black,Electric,Manual,4.2,112223,87113,7405,High,1
i8,2023,Red,Electric,Manual,2.7,131684,61203,1683,Low,1
X5,2023,Red,Petrol,Manual,3.9,182022,106911,2276,Low,1
i3,2022,Red,Petrol,Manual,3.2,20216,98283,719,Low,2
X5,2023,Black,Hybrid,Manual,2.7,180553,88456,1252,Low,1
X1,2023,White,Diesel,Manual,1.6,179233,34493,6724,Low,1
X3,2024,Silver,Diesel,Automatic,2.7,199722,30485,4173,Low,0
X5,2023,Silver,Electric,Manual,3.4,142602,90754,2431,Low,1
X3,2024,Black,Petrol,Manual,4.9,183391,81625,5743,Low,0
M3,2023,Black,Petrol,Manual,2.2,67765,106577,7723,High,1
M5,2024,Black,Petrol,Manual,3.5,180076,61442,8084,High,0
M5,2024,Blue,Diesel,Automatic,3.3,123657,44016,4824,Low,0
X3,2023,Grey,Petrol,Manual,2.0,62754,113072,7195,High,1
5 Series,2024,Black,Hybrid,Automatic,3.4,111099,107111,5536,Low,0
3 Series,2023,White,Petrol,Automatic,3.3,74605,118369,1295,Low,1
7 Series,2024,Silver,Hybrid,Manual,4.3,159888,35306,9675,High,0
M5,2023,Grey,Hybrid,Automatic,3.4,96765,103196,9976,High,1
X5,2024,Grey,Diesel,Automatic,4.1,27836,47881,5977,Low,0
X5,2024,Black,Diesel,Manual,4.9,137696,83841,4633,Low,0
7 Series,2024,Grey,Hybrid,Manual,2.8,42072,78984,4608,Low,0
X5,2023,Red,Petrol,Manual,4.6,63718,90412,6038,Low,1
X1,2024,White,Electric,Manual,3.3,148111,114304,8759,High,0
X6,2022,Black,Electric,Automatic,3.4,13407,62464,4962,Low,2
X3,2023,Red,Electric,Automatic,4.2,48225,99775,762,Low,1
X6,2024,Blue,Diesel,Automatic,2.2,35096,69891,8873,High,0
i8,2024,Blue,Hybrid,Manual,3.2,141687,91988,4187,Low,0
X5,2023,White,Electric,Manual,1.7,139256,85883,1175,Low,1
X1,2022,Black,Diesel,Manual,1.7,15421,44521,8728,High,2
i3,2024,Black,Hybrid,Manual,4.9,173290,65288,8661,High,0
X1,2022,White,Diesel,Automatic,4.3,3840,75013,5709,Low,2
M3,2022,Red,Electric,Manual,3.9,75707,33685,2924,Low,2
X1,2024,Red,Hybrid,Automatic,2.8,41203,117631,6704,Low,0
i3,2024,Blue,Diesel,Manual,2.9,7030,90135,9880,High,0
X1,2022,Grey,Petrol,Automatic,2.2,106365,100849,2747,Low,2
3 Series,2023,White,Diesel,Automatic,4.8,111231,118567,6111,Low,1
M5,2022,Blue,Petrol,Manual,2.7,177314,75357,3096,Low,2
X5,2024,Red,Diesel,Manual,4.8,172568,54935,3495,Low,0
X6,2024,Black,Electric,Manual,3.3,78141,56783,1939,Low,0
X5,2022,White,Petrol,Manual,2.2,39801,65892,3125,Low,2
i3,2023,White,Hybrid,Manual,3.8,125595,109001,1618,Low,1
7 Series,2024,Silver,Electric,Automatic,4.1,78095,106856,2754,Low,0
7 Series,2024,Blue,Hybrid,Automatic,1.5,32108,86113,3854,Low,0
M5,2022,Grey,Petrol,Manual,2.3,5897,51092,8985,High,2
X1,2022,Silver,Hybrid,Automatic,3.2,105946,43168,7606,High,2
X5,2024,Black,Electric,Manual,4.4,58461,81673,2137,Low,0
X5,2023,Blue,Hybrid,Automatic,2.7,132553,76618,5767,Low,1
X3,2023,Black,Petrol,Automatic,1.7,7418,50982,2503,Low,1
7 Series,2024,Black,Hybrid,Automatic,3.1,30521,88532,3672,Low,0
X6,2022,Black,Electric,Automatic,4.2,135186,87866,4540,Low,2
5 Series,2024,Silver,Hybrid,Automatic,1.9,194183,34547,9694,High,0
7 Series,2023,White,Petrol,Manual,1.6,100022,116174,9622,High,1
X3,2022,White,Electric,Automatic,4.0,92568,72624,3469,Low,2
M5,2024,Grey,Electric,Manual,1.8,94672,56414,667,Low,0
M3,2022,White,Diesel,Manual,3.4,134623,58428,7883,High,2
M3,2023,White,Electric,Manual,4.9,133675,65569,3248,Low,1
i3,2023,Black,Petrol,Automatic,3.1,87491,82073,2837,Low,1
i8,2022,Red,Hybrid,Automatic,2.6,27183,74157,5472,Low,2
M3,2023,Red,Hybrid,Manual,3.4,118210,61604,3828,Low,1
i8,2022,Red,Hybrid,Manual,4.1,135623,58835,904,Low,2
M5,2024,Black,Hybrid,Automatic,2.6,160181,80160,3979,Low,0
i3,2024,Black,Petrol,Manual,3.1,126105,85617,739,Low,0
7 Series,2022,Grey,Hybrid,Automatic,3.2,45651,36747,9982,High,2
M3,2024,Grey,Hybrid,Automatic,3.2,47287,96506,5255,Low,0
X1,2022,Grey,Hybrid,Manual,2.6,60019,52415,3624,Low,2
X1,2024,Red,Hybrid,Manual,2.3,101503,92492,1343,Low,0
X1,2023,White,Diesel,Automatic,4.5,118905,90490,1432,Low,1
